source,repo,state,labels,date,author,title,url,matched_keywords,body_snippet
github_issues,noir-lang/noir,closed,compiler,2026-05-20,vezenovm,Compile-time blowup when hashing N Fields via a copied array,https://github.com/noir-lang/noir/issues/12737,poseidon,"## Summary  `nargo compile` exhibits superlinear wall-time growth on a small program that hashes a `[Field; N]` after first copying it through a `[0; N]` initialized array with `.into()`. Between N = 1,000 and N = 10,000 compile time grows roughly linearly. Between N = 10,000 and N = 100,000 it grow"
github_issues,noir-lang/noir,closed,,2026-05-20,anon-researchers-123,ICE: `nargo execute` panics with  `This is a bug` when calling `field.to_le_bytes::<0>()` (or `to_be_bytes`) on a non-zero field,https://github.com/noir-lang/noir/issues/12736,instead of,"### Expected Behavior  Should be a clean error like `Field failed to decompose into specified 0 limbs`.     ### Bug  `Nargo.toml`: ```toml [package] name = ""p"" type = ""bin"" authors = [""""]  [dependencies] ```  `src/main.nr`: ```rust unconstrained fn run(x: Field) {     let _: [u8; 0] = x.to_le_bytes("
github_issues,noir-lang/noir,closed,,2026-05-20,anon-researchers-123,ICE: `nargo interpret` panics at `tooling/ast_fuzzer/src/compare/interpreted.rs:311` with `assertion left == right failed: array length != input length` when `Prover.toml` contains an array whose length differs from the declared parameter type,https://github.com/noir-lang/noir/issues/12734,instead of,"### Expected Behavior  `nargo interpret` for a `[u32; 3]`-typed parameter with `Prover.toml` `a = [""1""]` should produce a clean `error: input array for parameter 'a' is length 1 but the declared parameter type is [u32; 3]` and exit non-zero.    `nargo execute` does that correctly with informative fe"
github_issues,noir-lang/noir,closed,,2026-05-20,aakoshh,Invalid SSA gen: `&` over `mut` variable,https://github.com/noir-lang/noir/issues/12733,,### Expected Behavior  The fuzzer generated Noir code like this in https://github.com/noir-lang/noir/pull/12735: ```noir unconstrained fn main(mut a: bool) {     let _b: [&bool; 1] = [(&a); 1]; } ```  ### Bug  ``` ❯ NOIR_SHOW_INVALID_SSA=1 cargo run -q -p nargo_cli -- compile --force --- The SSA fai
github_issues,noir-lang/noir,closed,,2026-05-20,aakoshh,Read-only reference over an array has bad syntax support,https://github.com/noir-lang/noir/issues/12732,,### Expected Behavior  Trying to get the following working so that I can generate read-only references with the AST fuzzer in https://github.com/noir-lang/noir/pull/12735: ```noir fn main() {     let a = &[1];     foo(a); } fn foo<T>(_x: &T) {} ```  ### Bug  When I paste the code above into an edito
github_issues,noir-lang/noir,closed,,2026-05-20,anon-researchers-123,ICE bug: `nargo interpret` panics (ICE) on out-of-range integer in `Prover.toml` with `This is a bug` (while `nargo execute` works well),https://github.com/noir-lang/noir/issues/12731,instead of,"### Expected Behavior  `nargo interpret` for a `u8`-typed parameter with `Prover.toml` `x = ""300""` should emit a clean `error: input value 300 does not fit in declared parameter type u8` and exit non-zero.   `nargo execute` does that correctly with informative feedback:  ``` nargo execute  The value"
github_issues,noir-lang/noir,closed,Improvement,2026-05-19,Savio-Sou,Better error message for missing `:` when defining types,https://github.com/noir-lang/noir/issues/12726,,"### Problem  When user mistakenly omitted `:` when defining an input or variable, Nargo currently errors with somewhat relevant but not immediately intuitive error messages.  For example, running `nargo check` on:    ``` fn main(x u64) {     assert(x != 1); } ```  results in:  ``` warning: unused va"
github_issues,noir-lang/noir,closed,,2026-05-19,aakoshh,Global array mutated,https://github.com/noir-lang/noir/issues/12713,,"### Expected Behavior  Discovered while testing https://github.com/noir-lang/noir/pull/12707 by running the AST fuzzer; repro with the following: ```shell NOIR_AST_FUZZER_SEED=0x9f10e5d800100000 cargo test -p noir_ast_fuzzer_fuzz ```  Minimized Noir code: ```noir global G_A: [[u32; 3]] = @[[10, 20, "
github_issues,noir-lang/noir,closed,,2026-05-18,TomAFrench,Using non-ascii characters in identifiers causes a cascade of errors,https://github.com/noir-lang/noir/issues/12702,,Compiling the below program ```noir fn schön() {}  ```  results in the output below:  ``` warning: unused function sch   ┌─ src/main.nr:1:4   │ 1 │ fn schön() {}   │    --- unused function   │  error: Missing parameters for function definition   ┌─ src/main.nr:1:4   │ 1 │ fn schön() {}   │    --- Ad
github_issues,noir-lang/noir,closed,,2026-05-18,kustosz,Support non-ASCII characters in comments,https://github.com/noir-lang/noir/issues/12697,,### Problem  I am getting bitten by the lack of support for non-ASCII characters in Noir comments and it's for a weird reason: the compiler keeps rejecting my Claude's em-dashes.  ### Happy Case  I think the compiler should allow a moderate amount of slop in my comments.  ### Workaround  _No respons
github_issues,noir-lang/noir,closed,,2026-05-18,anon-researchers-123,ICE: `#[abi(...)]` on global expression,https://github.com/noir-lang/noir/issues/12695,instead of,"### Expected Behavior   `#[abi(tag)] global G: T = <expr>` in a contract should either:  1. Be accepted, with `<expr>` constant-folded to a literal before ABI emission, or 2. Be rejected at the elaborator with a clean diagnostic such as `error: #[abi] global must be initialised with a literal value`"
github_issues,noir-lang/noir,closed,,2026-05-18,anon-researchers-123,ICE: tuple/struct pattern in ABI parameter,https://github.com/noir-lang/noir/issues/12694,instead of,"### Expected Behavior  `fn main((a, b): pub (Field, Field)) -> pub Field { a + b }` should either: 1. Be accepted (with the ABI binding `a` and `b` as the parameter names), or 2. Be rejected at the elaborator / entry-point validator with a clean error like `error: main function parameters must use s"
github_issues,noir-lang/noir,closed,documentation,2026-05-15,Savio-Sou,Document using the Noir MCP server,https://github.com/noir-lang/noir/issues/12690,,"### Problem  Josh has been working on the Noir MCP server: https://github.com/critesjosh/noir-mcp-server, which isn't documented.  ### Happy Case  Document briefly what the MCP server does and how to use it.  ### Workaround  _No response_  ### Would you like to submit a PR for this Issue?  Maybe"
github_issues,noir-lang/noir,closed,documentation,2026-05-15,Savio-Sou,Document `SKILL.md`s,https://github.com/noir-lang/noir/issues/12689,,"### Problem  Noir currently hosts a few AI skills in https://github.com/noir-lang/noir/tree/master/.claude/skills, where some are considerably useful for users building projects in Noir.  ### Happy Case  Document: 1. Briefly what the user-facing skills below do:     i. `noir-idioms`     ii. `noir-op"
github_issues,noir-lang/noir,closed,documentation,2026-05-15,Savio-Sou,Document using Noir with AI,https://github.com/noir-lang/noir/issues/12688,,"### Problem  Noir has a few good offerings that facilitate use with AI, but aren't documented / made easy for user access.  ### Happy Case  Create a ""Using Noir with AI"" page and document how to make use of Noir's AI offerings.  ### References  - https://docs.aztec.network/developers/ai_tooling - ht"
github_issues,noir-lang/noir,closed,,2026-05-15,anon-researchers-123,Bug: wrong error message for `a % b`,https://github.com/noir-lang/noir/issues/12680,,"### Expected Behavior  When an integer program performs `a % b` with a runtime witness `b == 0`, the compiler/VM should report a  failure such as `attempt to calculate the remainder with a divisor of zero`.   The wording already exists in the codebase (e.g., `compiler/noirc_evaluator/src/ssa/opt/rem"
github_issues,noir-lang/noir,closed,,2026-05-15,anon-researchers-123,"Bug: `error: Internal Compiler Error: Error node encountered`  `This is a bug, please report this if found!`",https://github.com/noir-lang/noir/issues/12678,,"### Expected Behavior  The `error: Internal Compiler Error: Error node encountered`  `This is a bug, please report this if found!` messages are unexpected  ### Bug  main.nr:  ``` fn main() {     comptime { return; } } ```   **nargo execute**  produces: ``` error: Internal Compiler Error: Error node "
github_issues,noir-lang/noir,closed,,2026-05-15,aakoshh,SSA verifier for the `inc_rc` / `array_set` aliasing invariant,https://github.com/noir-lang/noir/issues/12676,is there a; looking for,"# Proposal: SSA verifier for the `inc_rc` / `array_set` aliasing invariant  ## Background  In Brillig, `array_set v, i, x` is documented as ""this might modify the original array if the array's reference count is 1"" ([instruction.rs:387-392](compiler/noirc_evaluator/src/ssa/ir/instruction.rs#L387-L39"
github_issues,noir-lang/noir,closed,backend; Improvement,2026-05-14,Savio-Sou,Bump `bb` version tested,https://github.com/noir-lang/noir/issues/12666,,### Problem  Noir is currently tested for compatibility against the older `5.0.0-nightly.20260324` version of bb: https://github.com/noir-lang/noir/blob/ede14c7c721ea02474257f11764a0010c2929938/scripts/install_bb.sh#L3  Where more recent versions of bb come with great improvements (e.g. https://gith
github_issues,noir-lang/noir,closed,compiler frontend,2026-05-13,vezenovm,Associated item projections fail in struct-field type position,https://github.com/noir-lang/noir/issues/12659,,"## Bug Report  ### Describe the bug  Associated item projections fail to resolve when used in struct-field type position, even though the same projections resolve inside function bodies.  This affects both associated types and associated constants.  ### To Reproduce  Associated type repro:  ```noir "
github_issues,noir-lang/noir,closed,documentation; Improvement,2026-05-12,Savio-Sou,Simplify content in docs home page,https://github.com/noir-lang/noir/issues/12646,,"### Problem  Noir docs' home page currently has a variety of elements (e.g. logos, admonitions, tabs) that makes it quite overwhelming to parse through, especially for newcomers.  ### Happy Case  Simplify structure and content on the docs home page, ideally stripping down to text only and within one"
github_issues,noir-lang/noir,closed,documentation; Improvement,2026-05-12,Savio-Sou,Add AI-first quick start guide on docs home page,https://github.com/noir-lang/noir/issues/12645,,"### Problem  Most if not all newcomers to Noir would likely start from coding with AI agents, and Noir docs doesn't currently provide any good getting started instructions down that route.  ### Happy Case  Add a simple one-line quick start on docs home page.  References: - https://docs.aztec.network"
github_issues,noir-lang/noir,open,documentation; Improvement,2026-05-12,Savio-Sou,Enable direct access to markdown of doc pages when appending `.md` to URLs,https://github.com/noir-lang/noir/issues/12642,,"### Problem  The [/llms.txt standard](https://llmstxt.org/) proposes markdown version of pages should be accessible at the same URL as the original page but with `.md` appended, as a standard more optimized way for LLMs to access page contents.  ### Happy Case  Enable the `addMdExtension` toggle und"
github_issues,noir-lang/noir,closed,documentation; Improvement,2026-05-12,Savio-Sou,Rewrite docs home page,https://github.com/noir-lang/noir/issues/12641,,
github_issues,noir-lang/noir,open,Improvement,2026-05-12,Savio-Sou,Update security policy,https://github.com/noir-lang/noir/issues/12638,,Update our security policy to reflect our processes and recommendations for Noir 1.0 and beyond.
github_issues,noir-lang/noir,open,,2026-05-12,TomAFrench,ACIR/Brillig divergence: checked unsigned subtraction underflow can be masked by later OOB assertion,https://github.com/noir-lang/noir/issues/12636,,"## Summary  The `acir_vs_brillig` fuzzer found a behavioral divergence for seed `0x2854fcd100100000`. The same generated Noir program fails in both paths, but the first observable assertion differs:  - ACIR reports `Index out of bounds`. - Brillig reports `attempt to subtract with overflow`.  This m"
github_issues,noir-lang/noir,closed,compiler,2026-05-11,vezenovm,Preserve global identifiers in `#[abi]` contract artifact output,https://github.com/noir-lang/noir/issues/12620,,"### Problem  The `#[abi(<tag>)]` attribute is asymmetric between structs and globals.  Structs tagged with `#[abi(<tag>)]` land in `outputs.structs.<tag>` as `Vec<AbiType>`, and each `AbiType::Struct { path, fields, .. }` carries the struct's fully qualified path. Its identity survives compilation. "
