source,repo,category,date,author,title,url,matched_keywords,body_snippet
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-18,qpzm,Stellar Soroban UltraHonk verifier,https://github.com/orgs/noir-lang/discussions/8560,existing implementation; bls; poseidon; bn254; bls12-381; grumpkin; kzg; plonk; groth16; ultrahonk; commitment; verifier.sol; instead of; difference between,## Summary    We aim to bring Aztec's UltraHonk verifier to the Stellar ecosystem by:  1. Reviewing the [TaceoLabs' rust implementation](https://github.com/TaceoLabs/co-snarks/tree/main/co-noir/ultrahonk) of UltraHonk by comparing with the paper and other implementations in C++ and solidity.  2. Dev
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-17,0xandee,"Noirlings.app: Web-Based Interactive Playground for Learning Noir, Fast ⚡️",https://github.com/orgs/noir-lang/discussions/8559,groth16,"## Summary    **Noirlings.app** is an **open-source, web-based interactive tutorial platform** for the Noir programming language. It builds on the existing Noirlings CLI (inspired by Rust's Rustlings and Starknet's Starklings App) to provide interactive Noir coding exercises directly in the browser,"
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-16,Alex-distributed-lab,ACIR to R1CS transpiler. ACVM Backend Gnark.,https://github.com/orgs/noir-lang/discussions/8547,bn254; groth16,# ACIR to R1CS transpiler. ACVM Backend Gnark.    ## Summary  We propose implementing a CLI utility that may serve as either a standalone binary for solely the purposes of R1CS formation or a full-fledged ACVM backend with the Gnark library in the role of engine.    ## Motivation  Given Noir’s statu
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-16,morgueye4,Mobile Collaborative Snarks  Ad‑Hoc Layer,https://github.com/orgs/noir-lang/discussions/8542,,## Summary  _This is a follow‑on to [Proposal 1 : Mobile Collaborative Snark SDK](https://github.com/orgs/noir-lang/discussions/8541)._   We will extend Mobile Collaborative Snark SDK primitives with a modular **Ad‑Hoc Layer** supporting two modes of orchestration:    1. **Peer-to-Peer via libp2p**:
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-16,morgueye4,Mobile Collaborative Snark SDK,https://github.com/orgs/noir-lang/discussions/8541,,"## Summary    This proposal extends Taceo’s existing [coNoir](https://docs.taceo.io/docs/co-noir/) Rust SDK to mobile platforms, enabling secure multi-party witness splitting and collaborative SNARK proof generation directly on iOS and Android. We will build Kotlin and Swift bindings for the coNoir "
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-16,sebastianlujan,WIP Needs for speed: Adding an efficient UltraHonk Verifier for Stellar Soroban contract and ZK missing primitives,https://github.com/orgs/noir-lang/discussions/8540,ultrahonk,"This proposal is closed, ignore it."
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-15,achab,SDK for data provenance and zkKYC,https://github.com/orgs/noir-lang/discussions/8524,is there a; recursive proof; kyc,"# Summary  We want to create and open-source an SDK built on top of Noir and NoirJS to prove and verify the provenance of data exchanged over the Internet. This SDK relies on zkTLS infrastructures, and will first leverage [Tisura](https://x.com/tisura_labs) data infrastructure whose circuits are bui"
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-14,yugocabrio,🛰️ UltraHonk Verifier for Soroban: Arkworks-Based Rapid Prototyping & BN254 Precompile Integration,https://github.com/orgs/noir-lang/discussions/8509,rsa; bls; bn254; bls12-381; u256; ultrahonk; on-chain verification,"## 🛰️ UltraHonk Verifier for Soroban: Arkworks-Based Rapid Prototyping & BN254 Precompile Integration    This proposal reflects our initial plan, and we welcome feedback or suggestions to align it better with community needs.    ### 🔄 Changelog    * **May 14, 2025** – Initial version submitted. As w"
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-14,0xKarl98,Visual Circuit Editor for Noir: A Graphical Interface for ZKP Development,https://github.com/orgs/noir-lang/discussions/8500,,"# Summary   This proposal aims to develop a visual circuit editor for Noir that bridges the gap between graphical programming and zero-knowledge proof development. The tool will provide both high-level circuit design capabilities and low-level ACIR visualization, enabling developers to design, optim"
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-14,satyambnsal,Create-Noir-App,https://github.com/orgs/noir-lang/discussions/8499,ultrahonk,"### Summary    Following the successful model of tools like create-react-app, hardhat, and foundry, create-noir-app will accelerate noir app development by allowing developers to focus on core business logic for their product rather than trapped into project configuration, dependency management, mak"
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-11,satyambnsal,Noirlings: Interactive Rust-based CLI for Noir,https://github.com/orgs/noir-lang/discussions/8443,,## Summary  Noirlings is an interactive rust based CLI tool that teaches Noir programming through hands-on exercises. It helps developers learn Noir's syntax and concepts for ZK applications with real-time feedback and hints. I've already released an MVP that's been well-received by Noir community. 
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-08,y-pakorn,Noir Online,https://github.com/orgs/noir-lang/discussions/8411,ecdsa; plonk; ultrahonk,"# Noir Online: A Comprehensive Web IDE for Noir Development    ## Summary    Noir Online is a fully open-source, web-based Integrated Development Environment (IDE) designed to streamline Noir programming for zero-knowledge proofs. Unlike basic playgrounds, it offers a complete ecosystem with circuit"
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-07,numtel,noirkit integration testing NPM package,https://github.com/orgs/noir-lang/discussions/8400,library for,"# Title    noirkit: integration testing framework    # Summary        > A high-level summary of your proposal (≤200 words)    A javascript/typescript library for writing integration tests of Noir circuits.    # Motivation    > Describe the problem your proposal sets out to address, supported with re"
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-06,yugocabrio,🖊️ UltraHonk Verifier for Arbitrum Stylus,https://github.com/orgs/noir-lang/discussions/8367,bn254; plonk; ultrahonk; on-chain verification,"# UltraHonk Verifier for Arbitrum Stylus: Enabling Efficient On-Chain Verification of Noir Proofs    We welcome feedback from the community to ensure it aligns with ecosystem needs.    ### ♻️ Changelog  - May 6, 2025 – Initial version submitted, outlining the core idea: porting **UltraHonk verifier*"
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-06,wadesonghang,【Proposal and Grant Application from Sparsity】Privacy-Preserving Poker and dApps on Noir and Sparsity,https://github.com/orgs/noir-lang/discussions/8359,,"**Summary**  We propose a fully decentralized, privacy-preserving poker game built on the Aztec network, leveraging Noir and Multi-Party Computation (MPC), and deployed through Sparsity’s high-performance ZK infrastructure. Our goal is to create a verifiable and private on-chain poker experience tha"
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-05,numtel,Circuitscan.org Noir Code Inspector for on chain verifiers,https://github.com/orgs/noir-lang/discussions/8358,recursive proof,![Circuitscan logo](https://github.com/circuitscan/circuitscan/blob/main/public/android-chrome-192x192.png?raw=true)    ## Summary    Circuitscan provides the same safety guarantees to circuit verifier contracts as normal smart contracts receive by verifying their source code on a block explorer: gu
github_discussions,noir-lang/noir,[NRG#4] Developer Tools,2025-05-05,Savio-Sou,[NRG Request] Developer Tools | US$200k,https://github.com/orgs/noir-lang/discussions/8345,rsa; bls; bn254; bls12-381; commitment,"Noir set out as the universal language for Zero-Knowledge Proofs (ZKPs), rewriting the status quo of development barriers and unlocking intuitive access to performant cryptographic privacy for developers.    A robust set of developer tools is hence essential for Noir to shine its full glory, as the "
github_discussions,noir-lang/noir,[NRG#1] zkEmail,2025-05-03,wadesonghang,1,https://github.com/orgs/noir-lang/discussions/8331,,
github_discussions,noir-lang/noir,Q&A,2025-04-05,ihyunnam,How to obtain Noir circuit and witness in ACIR format?,https://github.com/orgs/noir-lang/discussions/7937,is there a; groth16,"Hi, I'm trying to prove a Noir circuit with Groth16. To do so, I need the Noir-compiled circuit in the ""acvm::acir::circuit::Circuit"" type and its witnesses in the ""acvm::acir::native_types::Witness"" type. I'm pretty sure this should be possible. However, I haven't been able to figure out how to do "
github_discussions,noir-lang/noir,Q&A,2025-04-02,ihyunnam,Nargo parallel execution,https://github.com/orgs/noir-lang/discussions/7892,,"Hi, I'm wondering whether nargo commands (using CLI) parallelize work across multiple cores and if not done automatically, whether it's possible to turn on the feature. I tested ""nargo execute"" on different numbers of cores and even though the work seems equally distributed across all cores, the amo"
github_discussions,noir-lang/noir,Q&A,2025-03-29,ihyunnam,Re: nargo execute. Is it possible to just generate witnesses without recompiling circuit?,https://github.com/orgs/noir-lang/discussions/7854,is there a,"Hi, I'm wondering if it's possible to _just_ generate witnesses (Prover.toml is already populated) without recompiling an already compiled circuit. I'm running `nargo compile` first which compiles the circuit and creates the _circuit_name.json_ file. Then, I want to make multiple proofs of the _same"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-03-10,Vishalkulkarni45,Semaphore in Noir,https://github.com/orgs/noir-lang/discussions/7647,library for; package for; ecdsa; poseidon; plonk; groth16; ultrahonk,"# Semaphore-Noir Grant    ## Summary   This proposal outlines plan to implement Semaphore in Noir, including a Noir circuit, SDK functionality for proof generation and verification, and updated Solidity contracts with UltraPlonk and UltraHonk verifiers. The implementation will be compatible with Sem"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-03-10,masaun,[NRG#3 Proposal] Semaphore v4 in Noir,https://github.com/orgs/noir-lang/discussions/7645,plonk,"## Summary    I aim to bring Semaphore v4 to Noir in order to increase the privacy-preserving ZK applications in Noir ecosystem.  For achieving the objective, I will implement the ZK circuits in Noir and the UltraPlonk verifier for Semaphore v4.  Also, I will implement Semaphore SDK by using the Noi"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-03-04,nikitamasych,Semaphore v.4 in Noir,https://github.com/orgs/noir-lang/discussions/7575,eddsa; poseidon; bn254; baby jubjub; ultrahonk; nullifier; verifier.sol,[Distributed Lab](https://distributedlab.com/) can develop the semaphore v.4 in Noir within one week.    ### Noir Circuit    Have primitives:    * Secret to Public Point on Baby JubJub - [noir-lang/eddsa](https://github.com/noir-lang/eddsa/blob/master/src/lib.nr#L52)  * Poseidon Hash - [noir_stdlib]
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-02-26,MBelegris,[NRG#3 Proposal] Semaphore v4 in Noir,https://github.com/orgs/noir-lang/discussions/7534,package for; existing implementation; eddsa; poseidon; elgamal; aes; plonk; merkle proof; nullifier; commitment; verifier.sol,"## Title  Nethermind Research    ## Summary  This proposal details implementing semaphore circuits in Noir, updating smart contracts to use the Noir on-chain verifier and proof package. We will document, benchmark, and test the implementation, releasing it under the MIT license.    The semaphore cir"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-02-26,aleksandar-veljkovic,Noir Semaphore 3327,https://github.com/orgs/noir-lang/discussions/7532,aes; plonk; groth16; recursive proof,"# Noir Semaphore 3327  ## Summary  We aim to adapt Semaphore to Noir, utilizing Noir circuits and the PLONK verifier to enhance the ecosystem’s privacy-preserving capabilities. We will do this by using the NoirJS library and UltraPLONK backend for compiling the circuits and generating proofs.     Th"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-02-25,ewynx,HashCloak,https://github.com/orgs/noir-lang/discussions/7523,bls; poseidon; bls12-381; plonk; groth16; ultrahonk; verifier.sol,"# Summary    This proposal describes the roadmap to implement Semaphore in Noir within 2 months. This requires a Noir circuit, additional SDK functionality that does proof generation and proof verification for the Noir circuit, and additional versions of the Semaphore Solidity contract where verifie"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-02-24,0xmdh,Semaphore Implementation in Noir – WakeUp Labs,https://github.com/orgs/noir-lang/discussions/7504,merkle proof; recursive proof,"### Summary  **WakeUp Labs** proposes to develop **Semaphore in Noir**, a privacy-preserving identity management and anonymous signaling system for decentralized applications.     Our project will focus on:  - **Adapting Semaphore circuits to Noir** for scalable, privacy-preserving identity manageme"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-02-23,blueh4mster,[NRG Proposal] Semaphore v4 in Noir,https://github.com/orgs/noir-lang/discussions/7493,existing implementation; eddsa; elgamal; aes,"### Title:   Proposal for Semaphore v4 Implementation in Noir    ### Summary:  We propose an incremental approach towards implementing Semaphore v4 in Noir. We will start with implementing the semaphore circuit in noir. As for group and identity, we intend to reuse the existing implementation and ch"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-02-23,numtel,Semaphore in Noir,https://github.com/orgs/noir-lang/discussions/7492,is there a; existing implementation; elgamal; groth16; commitment; instead of,"**Summary:**    Hello,    I would like to submit a proposal for a port of Semaphore to Noir. I feel like my experience aligns perfectly with the project and I'm confident in my ability to deliver a high-quality result that follows the existing implementation as closely as possible.    **Team:**    J"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-02-21,qpzm,[NRG#3 Proposal] Semaphore v4 in Noir,https://github.com/orgs/noir-lang/discussions/7478,package for; eddsa; poseidon; plonk; halo2; ultrahonk; commitment; verifier.sol; on-chain verification,"## Summary    We propose implementing the Semaphore v4 proof system in Noir.    1. In the first week, we have created [a mvp repo](https://github.com/ModoriLabs/semaphore.nr) with [the semaphore circuit](https://github.com/ModoriLabs/semaphore.nr/blob/main/packages/semaphore/src/main.nr) and [the ho"
github_discussions,noir-lang/noir,[NRG#3] Semaphore,2025-02-19,andyguzmaneth,[NRG Request] Semaphore | US$20k,https://github.com/orgs/noir-lang/discussions/7442,nullifier; commitment; outdated,"Zero-Knowledge Proofs (ZKPs) unlock the ability for users to prove data with privacy, paving the foundation for privacy applications.    [Semaphore](https://github.com/semaphore-protocol/semaphore) leverages ZKPs as a development framework that has powered privacy-respecting applications on Ethereum"
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-11-10,Savio-Sou,Announcing NRG#2 Selected Proposals,https://github.com/orgs/noir-lang/discussions/6493,looking for; commitment,"## Overview    The NRG\#2 initiative orients around pushing the frontiers of cryptographic Private Shared States (PSS), and in turn innovative and valuable use cases once unachievable.    As a strong believer in the vision, [Aztec Labs](https://aztec-labs.com/) is sponsoring a total of $100,000 in g"
github_discussions,noir-lang/noir,[NRG#2] Private Shared States,2024-10-28,peersky,Verifiable DAO Governance built on Lit Powered Multi-Stage privacy Voting-Proposing Protocol,https://github.com/orgs/noir-lang/discussions/6369,on-chain verification,## **Verifiable DAO Governance built on Lit Powered Multi-Stage privacy Voting-Proposing Protocol**    **Summary:**    This proposal focuses on enhancing DAO governance with use of Noir by leveraging Trusted Execution Environments (TEEs) to ensure the integrity of a multi-stage voting process propos
